age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
34, Federal-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States
49, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States
30, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,72, United-States
66, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,5556,0,26, United-States
26, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States
37, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,52, United-States
67, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,75, United-States
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,37, United-States
79, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States
58, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,30, United-States
37, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,4386,0,35, United-States
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
47, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
49, Self-emp-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States
58, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
60, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States
59, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England
48, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
48, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
54, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States
51, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States
24, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
78, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,40, United-States
66, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,10605,0,40, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States
54, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States
65, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
54, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, ?
63, Self-emp-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, ?
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,42, ?
65, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Mexico
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,45, United-States
36, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
53, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
57, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
50, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Italy
35, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
69, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,6418,0,45, United-States
47, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States
27, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States
58, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
78, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,45, United-States
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,45, United-States
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
53, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,48, United-States
33, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
56, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
37, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,50, United-States
54, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
29, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States
49, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
34, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
73, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
30, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States
32, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,50, United-States
57, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
28, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States
61, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany
55, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,50, United-States
48, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States
59, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
62, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
31, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
55, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,50, United-States
54, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
49, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
56, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States
47, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
47, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba
48, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
48, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
35, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
70, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2377,50, United-States
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
32, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,55, Mexico
37, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,55, United-States
64, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, United-States
31, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
83, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,55, United-States
54, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,55, United-States
34, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States
65, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,60, United-States
55, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
47, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States
53, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
55, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
50, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
34, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
58, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
50, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
57, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,60, United-States
28, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
60, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States
48, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
71, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,60, United-States
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, Cuba
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, ?
62, Self-emp-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2415,60, United-States
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,65, United-States
65, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,65, United-States
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,65, United-States
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States
54, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,70, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,70, United-States
48, Self-emp-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, ?
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,51, United-States
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States
67, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States
57, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States
51, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
69, Self-emp-inc, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3818,0,30, United-States
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
32, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
50, Self-emp-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
64, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
58, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
51, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, ?
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
32, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
37, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
61, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
31, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,3908,0,50, United-States
32, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada
49, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
28, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,55, United-States
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
59, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
37, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
63, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
33, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States
29, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,70, United-States
66, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States
40, Self-emp-not-inc, Bachelors,13, Married-AF-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States
33, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,80, United-States
37, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,5, United-States
59, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,43, United-States
67, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, United-States
57, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,13, United-States
66, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, United-States
42, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,80, United-States
41, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States
70, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2377,12, United-States
74, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1825,12, United-States
37, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Canada
56, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States
61, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States
64, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States
63, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
70, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,35, United-States
64, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,35, United-States
53, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada
59, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States
63, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,10605,0,40, United-States
47, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
45, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
46, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States
66, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
46, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,40, United-States
42, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
47, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States
49, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States
47, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
43, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
56, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
33, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
43, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
37, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
56, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States
37, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
63, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
31, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
45, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
49, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
42, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States
32, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States
33, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
54, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
54, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
59, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy
36, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States
58, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
55, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
55, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
53, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,40, United-States
55, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
54, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
46, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
45, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
33, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
46, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
40, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
51, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
